inspection_id,date,school_id,has_electricity,has_drinking_water,has_functional_toilet,has_boundary_wall,has_playground,inspector_name,remarks,school_id_clean,date_clean,has_electricity_clean,has_drinking_water_clean,has_functional_toilet_clean,has_boundary_wall_clean,has_playground_clean,infrastructure_deficit_index
INSP00655,13/01/2026,sch_0121,True,True,Y,True,1,Yatin Mann,No remarks,SCH0121,,True,True,True,True,True,0.0
INSP02413,12/05/2025,SCH0157,haan,,haan,False,False,Aishani Bumb,No remarks,SCH0157,,True,,True,False,False,0.2857142857142857
INSP00412,2025-04-02,sch_0426,Y,True,Not Available,True,False,Anirudh Ganesh,Needs repair,SCH0426,,True,True,,True,False,0.14285714285714285
INSP00901,10/12/2025,0096,haan,True,No,Hai,Available,Neel Roy,,SCH0096,,True,True,False,True,,0.14285714285714285
INSP00178,24/10/2025,sch0112,Working,Broken,0,False,,Inaya Batta,Needs repair,SCH0112,,True,False,False,False,,0.42857142857142855
INSP00928,07/03/2026,SCH0085,Kharab,H,True,Not Available,True,Yashoda Halder,No remarks,SCH0085,,False,,True,,True,0.14285714285714285
INSP02887,2025-10-16,SCH0295,True,True,True,False,True,Gabriel Doctor,Average,SCH0295,,True,True,True,False,True,0.14285714285714285
INSP02535,22.02.2026,sch_0228,True,True,True,Hai,False,Zansi Varty,Toilets locked,SCH0228,,True,True,True,True,False,0.14285714285714285
INSP01821,12/12/2025,SCH0457,Available,Nahi hai,True,,Working,Darpan Dara,Toilets locked,SCH0457,,,,True,,True,0.0
INSP01000,20/10/2025,SCH-0210,Y,True,True,,False,Jasmit Bora,Toilets locked,SCH0210,,True,True,True,,False,0.14285714285714285
INSP02345,21-Dec-2025,sch_0007,True,Hai,True,Yes,Y,Jagvi Borde,Good condition,SCH0007,,True,True,True,True,True,0.0
INSP00480,2025-04-08,S0216,False,False,True,N,No,Damini Jha,Good condition,SCH0216,,False,False,True,False,False,0.5714285714285714
INSP00184,13/06/2025,SCH0332,Nahi,Hai,1,True,False,Ekbal Ranganathan,Toilets locked,SCH0332,,False,True,True,True,False,0.2857142857142857
INSP00696,27/06/2025,SCH0441,False,Hai,True,Y,True,Krishna Kale,Average,SCH0441,,False,True,True,True,True,0.14285714285714285
INSP01158,11/04/2025,sch_0489,True,Working,haan,,Kharab,Neel Dutta,Toilets locked,SCH0489,,True,True,True,,False,0.14285714285714285
INSP00671,07-25-2025,SCH-0350,False,,True,Functional,False,Veda Korpal,Needs repair,SCH0350,,False,,True,True,False,0.2857142857142857
INSP00606,13-Jul-2025,sch_0261,No,Hai,Yes,Nahi,,Mekhala Verma,,SCH0261,,False,True,True,False,,0.2857142857142857
INSP02272,07-28-2025,sch_0277,Functional,Haan,H,True,Nahi hai,Janaki Shetty,No remarks,SCH0277,,True,True,,True,,0.0
INSP01799,25/04/2025,SCH0421,1,True,Hai,Under Repair,True,Warda Kade,No remarks,SCH0421,,True,True,True,,True,0.0
INSP00760,21.09.2025,sch_0181,Under Repair,1,True,H,Under Repair,Kashvi Chander,Good condition,SCH0181,,,True,True,,,0.0
INSP02875,06-03-2025,SCH0239,Available,haan,True,False,Nahi hai,Arya Dey,Good condition,SCH0239,,,True,True,False,,0.14285714285714285
INSP00686,12.12.2025,SCH-0268,True,True,,True,True,Chanakya Raval,Needs repair,SCH0268,,True,True,,True,True,0.0
INSP00487,2026-03-19,SCH0291,Working,Hai,Yes,1,True,Aarini Joshi,Average,SCH0291,,True,True,True,True,True,0.0
INSP01579,07-08-2025,SCH-0142,True,Working,Haan,H,No,Omaja Bhasin,Needs repair,SCH0142,,True,True,True,,False,0.14285714285714285
INSP00394,2025-10-05,sch0114,1,True,True,True,True,Dhruv Jain,Needs repair,SCH0114,,True,True,True,True,True,0.0
INSP01152,27/05/2025,SCH-0430,True,True,Under Repair,No,True,Laban Doshi,,SCH0430,,True,True,,False,True,0.14285714285714285
INSP02029,28/02/2026,SCH0463,Yes,haan,True,True,False,,Needs repair,SCH0463,,True,True,True,True,False,0.14285714285714285
INSP02862,30/09/2025,sch_0350,True,Yes,Haan,,Y,Reyansh Uppal,Good condition,SCH0350,,True,True,True,,True,0.0
INSP00163,2025/10/09,0005,False,True,True,N,False,Anvi Sani,Average,SCH0005,2025-10-09,False,True,True,False,False,0.42857142857142855
INSP01223,06-15-2025,sch_0325,haan,True,1,True,False,Girik Tella,Good condition,SCH0325,,True,True,True,True,False,0.14285714285714285
INSP01916,10-03-2025,SCH0302,N,Yes,False,True,False,Balveer Bhatt,Toilets locked,SCH0302,,False,True,False,True,False,0.42857142857142855
INSP01049,05-Sep-2025,sch_0416,Hai,H,Functional,True,haan,Leela Gera,Average,SCH0416,,True,,True,True,True,0.0
INSP00431,2025-08-30,SCH-0582,Available,True,False,True,True,Chakradev Contractor,No remarks,SCH0582,,,True,False,True,True,0.14285714285714285
INSP01104,2025/10/12,SCH-0386,Yes,Working,Nahi hai,na,Broken,Utkarsh Sarin,Good condition,SCH0386,2025-10-12,True,True,,,False,0.14285714285714285
INSP00439,09-05-2025,0279,Available,True,Y,True,True,Rachana Aggarwal,No remarks,SCH0279,,,True,True,True,True,0.0
INSP01884,2025-09-05,sch0133,False,Hai,True,haan,False,Aarini Sandal,No remarks,SCH0133,,False,True,True,True,False,0.2857142857142857
INSP01226,2026-01-30,SCH0070,Under Repair,1,True,Hai,False,Neha Yadav,Average,SCH0070,,,True,True,True,False,0.14285714285714285
INSP02032,10-13-2025,SCH0497,True,True,True,True,Nahi hai,Yoshita Konda,,SCH0497,,True,True,True,True,,0.0
INSP01037,11-13-2025,sch_0322,Working,H,1,H,Haan,Krish Divan,Average,SCH0322,,True,,True,,True,0.0
INSP01076,2025-10-02,SCH-0024,Nahi hai,True,True,True,1,,No remarks,SCH0024,,,True,True,True,True,0.0
INSP01749,05/02/2026,SCH-0301,H,,False,True,,,Toilets locked,SCH0301,,,,False,True,,0.14285714285714285
INSP00031,06/06/2025,SCH0159,Haan,Yes,na,na,True,Noah Misra,Average,SCH0159,,True,True,,,True,0.0
INSP02021,05/06/2025,SCH0019,True,True,na,True,False,Faras Behl,Needs repair,SCH0019,,True,True,,True,False,0.14285714285714285
INSP02103,2025-08-18,0526,True,True,1,H,False,,,SCH0526,,True,True,True,,False,0.14285714285714285
INSP00963,2025-10-18,S0375,1,True,,False,Not Available,Tanvi Seth,,SCH0375,,True,True,,False,,0.14285714285714285
INSP02285,2026/01/27,SCH0593,True,H,haan,na,1,Saumya Suri,,SCH0593,2026-01-27,True,,True,,True,0.0
INSP00174,15.12.2025,SCH0093,True,True,H,True,Nahi,Vedika Chacko,Toilets locked,SCH0093,,True,True,,True,False,0.14285714285714285
INSP02213,2025/12/15,0411,False,False,1,Nahi,Not Available,Gaurika Bail,Good condition,SCH0411,2025-12-15,False,False,True,False,,0.42857142857142855
INSP00297,2026-01-26,SCH0018,True,Available,Working,False,1,Ayush Anne,No remarks,SCH0018,,True,,True,False,True,0.14285714285714285
INSP00326,2026-02-10,sch_0180,True,Functional,False,True,1,Daksha Gole,No remarks,SCH0180,,True,True,False,True,True,0.14285714285714285
INSP01290,10-11-2025,SCH-0102,1,Hai,H,True,Broken,Nikita Baria,No remarks,SCH0102,,True,True,,True,False,0.14285714285714285
INSP00507,09-Nov-2025,sch_0570,True,True,True,True,1,Anamika Parmar,Average,SCH0570,,True,True,True,True,True,0.0
INSP00280,2025/06/29,SCH0138,N,Haan,Haan,False,No,Triya Chaudhuri,No remarks,SCH0138,2025-06-29,False,True,True,False,False,0.42857142857142855
INSP02655,2026-02-20,SCH-0117,Hai,haan,Nahi hai,Nahi,False,Aarav Mannan,,SCH0117,,True,True,,False,False,0.2857142857142857
INSP02414,08-Aug-2025,SCH0417,Y,True,haan,No,Y,Mason Kara,Average,SCH0417,,True,True,True,False,True,0.14285714285714285
INSP01984,14.09.2025,SCH0383,Kharab,True,True,False,False,Aditya Kar,Needs repair,SCH0383,,False,True,True,False,False,0.42857142857142855
INSP00813,2025/10/28,SCH0506,Y,True,haan,Hai,False,Gautam Divan,Average,SCH0506,2025-10-28,True,True,True,True,False,0.14285714285714285
INSP01217,25.04.2025,SCH0455,False,True,Haan,Nahi hai,Hai,Upasna Rao,No remarks,SCH0455,,False,True,True,,True,0.14285714285714285
INSP02617,2025-05-15,sch0155,haan,N,True,False,False,Kabir Borde,Good condition,SCH0155,,True,False,True,False,False,0.42857142857142855
INSP00701,11/09/2025,SCH0078,False,haan,True,True,True,Benjamin Jani,No remarks,SCH0078,,False,True,True,True,True,0.14285714285714285
INSP00558,21-Aug-2025,sch0236,False,Nahi hai,Haan,False,Functional,Baljiwan Yohannan,No remarks,SCH0236,,False,,True,False,True,0.2857142857142857
INSP01899,21-Sep-2025,sch0184,True,Hai,True,True,False,Mitali Singh,No remarks,SCH0184,,True,True,True,True,False,0.14285714285714285
INSP02518,2025/09/30,SCH-0344,True,True,Yes,False,True,Zayyan Varughese,Needs repair,SCH0344,2025-09-30,True,True,True,False,True,0.14285714285714285
INSP01512,2025/11/30,SCH-0487,Available,Haan,True,True,,Yashawini Seth,Good condition,SCH0487,2025-11-30,,True,True,True,,0.0
INSP00074,18.07.2025,SCH0365,True,,1,True,Functional,Raagini Krish,Average,SCH0365,,True,,True,True,True,0.0
INSP02255,2025/10/18,SCH0270,Working,True,Haan,1,No,Lavanya Subramanian,Toilets locked,SCH0270,2025-10-18,True,True,True,True,False,0.14285714285714285
INSP00049,07.05.2025,SCH-0083,Hai,True,H,Available,haan,Brijesh Mallick,Good condition,SCH0083,,True,True,,,True,0.0
INSP00603,20-Mar-2026,sch0058,True,False,True,False,True,Zinal Kant,No remarks,SCH0058,,True,False,True,False,True,0.2857142857142857
INSP00681,28.01.2026,SCH-0239,True,haan,Broken,True,False,Vinaya Dayal,No remarks,SCH0239,,True,True,False,True,False,0.2857142857142857
INSP01452,11-24-2025,SCH-0218,True,H,True,False,Available,Gopal Sridhar,No remarks,SCH0218,,True,,True,False,,0.14285714285714285
INSP01903,24.09.2025,SCH0056,True,True,Functional,False,Hai,Aarini Kapadia,Average,SCH0056,,True,True,True,False,True,0.14285714285714285
INSP02406,16.01.2026,SCH-0269,,Working,0,Y,False,Fariq Garg,,SCH0269,,,True,False,True,False,0.2857142857142857
INSP01445,11/06/2025,sch_0177,Y,Functional,haan,False,Y,Shravya Srinivas,No remarks,SCH0177,,True,True,True,False,True,0.14285714285714285
INSP02878,23.12.2025,sch0317,True,haan,na,Functional,False,Darpan Bala,Toilets locked,SCH0317,,True,True,,True,False,0.14285714285714285
INSP01578,20/09/2025,SCH-0524,Kharab,True,True,False,H,Zaid Brar,Good condition,SCH0524,,False,True,True,False,,0.2857142857142857
INSP00403,20/04/2025,sch_0590,1,,haan,True,True,Orinder Sarna,Needs repair,SCH0590,,True,,True,True,True,0.0
INSP01746,2026-02-06,SCH0303,True,na,True,False,False,Tarak Rattan,Needs repair,SCH0303,,True,,True,False,False,0.2857142857142857
INSP02755,09-Apr-2025,SCH0029,True,True,haan,Available,True,,Needs repair,SCH0029,,True,True,True,,True,0.0
INSP01555,2026-02-15,SCH0078,False,Y,True,Kharab,Kharab,Avi Om,Good condition,SCH0078,,False,True,True,False,False,0.42857142857142855
INSP02738,09.12.2025,sch0201,1,,True,False,False,Chavvi Datta,Good condition,SCH0201,,True,,True,False,False,0.2857142857142857
INSP01212,2025-10-04,SCH0380,1,haan,False,True,N,Ayushman Saxena,Toilets locked,SCH0380,,True,True,False,True,False,0.2857142857142857
INSP02561,2025/07/22,SCH0571,False,True,1,Working,Nahi,Mekhala Goyal,Average,SCH0571,2025-07-22,False,True,True,True,False,0.2857142857142857
INSP02270,2026/01/19,SCH0268,True,,No,Kharab,Available,Indali Peri,Good condition,SCH0268,2026-01-19,True,,False,False,,0.2857142857142857
INSP02237,30.12.2025,sch0357,True,True,Not Available,Working,Yes,Warda Nair,Average,SCH0357,,True,True,,True,True,0.0
INSP01513,12.01.2026,SCH0467,H,Y,No,Haan,False,Hemang Krishnamurthy,Average,SCH0467,,,True,False,True,False,0.2857142857142857
INSP02356,12/07/2025,S0030,haan,Hai,Working,True,True,Ishani Doctor,Needs repair,SCH0030,,True,True,True,True,True,0.0
INSP01875,2025-12-02,SCH0556,True,Haan,,haan,No,Urvi Loyal,No remarks,SCH0556,,True,True,,True,False,0.14285714285714285
INSP01012,04.11.2025,SCH0185,Y,True,True,Functional,True,Neha Doctor,Average,SCH0185,,True,True,True,True,True,0.0
INSP01072,04/03/2026,sch_0258,True,True,False,Hai,Nahi,Daksh Sarma,,SCH0258,,True,True,False,True,False,0.2857142857142857
INSP00680,2025-12-18,SCH-0443,False,1,na,False,False,Ethan Kurian,Good condition,SCH0443,,False,True,,False,False,0.42857142857142855
INSP01712,2025-06-30,SCH0563,False,,True,Hai,0,Lucky Wadhwa,Average,SCH0563,,False,,True,True,False,0.2857142857142857
INSP00325,03.07.2025,SCH0447,Yes,False,Hai,Nahi hai,Functional,Krishna Saxena,Toilets locked,SCH0447,,True,False,True,,True,0.14285714285714285
INSP00820,16.01.2026,SCH0307,True,True,1,False,False,Rachita Wable,Average,SCH0307,,True,True,True,False,False,0.2857142857142857
INSP01489,2025-11-01,sch_0055,True,False,True,True,Nahi,Samarth Hayre,,SCH0055,,True,False,True,True,False,0.2857142857142857
INSP01812,2026/01/29,SCH0434,Y,True,True,False,Y,Arya Dara,Good condition,SCH0434,2026-01-29,True,True,True,False,True,0.14285714285714285
INSP00811,29.10.2025,SCH0585,False,0,Kharab,Haan,True,Chasmum Vyas,,SCH0585,,False,False,False,True,True,0.42857142857142855
INSP01973,28.11.2025,sch_0396,Functional,Nahi,H,True,Yes,Sathvik Acharya,,SCH0396,,True,False,,True,True,0.14285714285714285
INSP02840,2025/04/18,SCH0232,True,True,True,False,True,,Needs repair,SCH0232,2025-04-18,True,True,True,False,True,0.14285714285714285
INSP02212,2026/03/29,SCH0046,1,True,True,Haan,Under Repair,Ekantika Manne,No remarks,SCH0046,2026-03-29,True,True,True,True,,0.0
INSP01129,2025-11-16,SCH0032,Yes,False,True,False,Available,Harish Vohra,Needs repair,SCH0032,,True,False,True,False,,0.2857142857142857
INSP00502,06.07.2025,SCH-0297,haan,Haan,haan,False,Working,,,SCH0297,,True,True,True,False,True,0.14285714285714285
INSP02642,13-Aug-2025,sch0003,H,,Yes,False,False,Bhavini Wagle,Toilets locked,SCH0003,,,,True,False,False,0.2857142857142857
INSP02125,08-Nov-2025,SCH0076,True,Available,True,True,Hai,Guneet Wali,No remarks,SCH0076,,True,,True,True,True,0.0
INSP02828,2025/07/05,SCH-0126,False,False,Haan,False,False,Elijah Sen,Average,SCH0126,2025-07-05,False,False,True,False,False,0.5714285714285714
INSP00240,2025-11-07,S0029,Working,False,True,Y,haan,Vanya Sem,No remarks,SCH0029,,True,False,True,True,True,0.14285714285714285
INSP00762,2025-05-16,SCH0543,Nahi hai,Functional,Hai,No,na,,Good condition,SCH0543,,,True,True,False,,0.14285714285714285
INSP01717,2025/12/15,SCH0390,False,True,True,Under Repair,1,Chandran Kapadia,Good condition,SCH0390,2025-12-15,False,True,True,,True,0.14285714285714285
INSP01229,03.08.2025,SCH0125,Available,Hai,,False,Yes,Prisha Bhat,Average,SCH0125,,,True,,False,True,0.14285714285714285
INSP01473,16-Oct-2025,sch0221,True,True,True,Working,True,Arunima Thakkar,Average,SCH0221,,True,True,True,True,True,0.0
INSP00953,2025/10/27,SCH0133,True,True,True,False,True,Oeshi Bhatia,No remarks,SCH0133,2025-10-27,True,True,True,False,True,0.14285714285714285
INSP01262,22/07/2025,sch0195,Hai,Y,False,Hai,Haan,Joshua Sastry,Toilets locked,SCH0195,,True,True,False,True,True,0.14285714285714285
INSP02307,22/03/2026,SCH0141,Y,False,Available,N,True,Maya Behl,Average,SCH0141,,True,False,,False,True,0.2857142857142857
INSP01654,2025-04-11,SCH0554,,True,na,True,na,Praneel Jani,Average,SCH0554,,,True,,True,,0.0
INSP01045,15-Feb-2026,sch_0366,False,haan,False,True,True,Ekta Goel,Average,SCH0366,,False,True,False,True,True,0.2857142857142857
INSP01478,16-Jan-2026,SCH-0502,False,Haan,Working,,Under Repair,Abha Memon,No remarks,SCH0502,,False,True,True,,,0.14285714285714285
INSP00512,2026/03/02,S0467,,No,False,Working,Working,Udyati Koshy,,SCH0467,2026-03-02,,False,False,True,True,0.2857142857142857
INSP01361,26-Mar-2026,SCH0572,Hai,True,False,H,False,Bhavani Prabhakar,Needs repair,SCH0572,,True,True,False,,False,0.2857142857142857
INSP02141,15-Oct-2025,SCH0513,False,True,1,True,haan,Ekaja Bal,No remarks,SCH0513,,False,True,True,True,True,0.14285714285714285
INSP00841,03-08-2026,0044,Working,True,Haan,Working,False,,,SCH0044,,True,True,True,True,False,0.14285714285714285
INSP02176,22.02.2026,0155,True,Available,1,1,False,Netra Sule,No remarks,SCH0155,,True,,True,True,False,0.14285714285714285
INSP01831,12-10-2025,S0181,,Yes,True,True,False,Vrinda Comar,Good condition,SCH0181,,,True,True,True,False,0.14285714285714285
INSP02769,2025-11-21,SCH0018,1,False,True,False,False,Qarin Dhingra,,SCH0018,,True,False,True,False,False,0.42857142857142855
INSP00638,2025-09-23,SCH-0120,1,Haan,haan,True,True,Tanvi Gaba,Good condition,SCH0120,,True,True,True,True,True,0.0
INSP01950,2025-09-29,SCH0080,True,False,No,na,True,Zinal Buch,,SCH0080,,True,False,False,,True,0.2857142857142857
INSP02954,2025/04/07,SCH0065,Yes,1,1,True,Working,Nisha Manda,Needs repair,SCH0065,2025-04-07,True,True,True,True,True,0.0
INSP01722,07-Feb-2026,SCH0268,True,True,True,True,True,Ridhi Ahuja,Good condition,SCH0268,,True,True,True,True,True,0.0
INSP00600,2025/05/26,sch_0008,False,True,True,True,1,Zayyan Om,No remarks,SCH0008,2025-05-26,False,True,True,True,True,0.14285714285714285
INSP01475,12-21-2025,sch_0235,Available,Functional,,1,True,Anita Acharya,Good condition,SCH0235,,,True,,True,True,0.0
INSP02135,03-17-2026,0131,True,na,Functional,Yes,Haan,Sneha Shanker,No remarks,SCH0131,,True,,True,True,True,0.0
INSP02602,11-11-2025,sch0514,Yes,False,True,No,,,,SCH0514,,True,False,True,False,,0.2857142857142857
INSP00109,01/09/2025,SCH0002,Haan,True,True,True,False,Sai Sarma,Good condition,SCH0002,,True,True,True,True,False,0.14285714285714285
INSP02401,02/07/2025,SCH0117,Hai,False,Haan,False,Under Repair,,,SCH0117,,True,False,True,False,,0.2857142857142857
INSP01583,2025-12-01,sch0590,Working,False,True,N,False,Guneet Pai,Average,SCH0590,,True,False,True,False,False,0.42857142857142855
INSP00319,2026-01-22,sch_0477,Under Repair,haan,True,Yes,Nahi hai,Ladli Buch,Good condition,SCH0477,,,True,True,True,,0.0
INSP02983,2026-03-20,sch_0229,Haan,Working,True,na,0,,Good condition,SCH0229,,True,True,True,,False,0.14285714285714285
INSP02725,23-Mar-2026,SCH0281,True,True,True,True,Working,,Needs repair,SCH0281,,True,True,True,True,True,0.0
INSP01095,04-17-2025,sch0469,True,Haan,True,True,Y,Ronith Kakar,Needs repair,SCH0469,,True,True,True,True,True,0.0
INSP01695,2025-05-25,sch0577,False,Available,Yes,,False,Chaaya Boase,Good condition,SCH0577,,False,,True,,False,0.2857142857142857
INSP00569,2025/06/15,sch_0449,No,True,N,0,False,Vasana Dugar,,SCH0449,2025-06-15,False,True,False,False,False,0.5714285714285714
INSP02687,2025/12/26,SCH0202,True,haan,True,False,Haan,Widisha Bhatti,Needs repair,SCH0202,2025-12-26,True,True,True,False,True,0.14285714285714285
INSP02298,27/11/2025,SCH0085,1,haan,Y,True,,Madhavi Talwar,Needs repair,SCH0085,,True,True,True,True,,0.0
INSP02872,2025/10/01,SCH0148,Y,True,True,True,True,Fiyaz Puri,No remarks,SCH0148,2025-10-01,True,True,True,True,True,0.0
INSP01546,2025-06-29,SCH0052,Nahi,Haan,True,False,No,Hemang Dar,Needs repair,SCH0052,,False,True,True,False,False,0.42857142857142855
INSP02974,2026-02-19,0569,True,1,Y,haan,Not Available,Gunbir Khare,Good condition,SCH0569,,True,True,True,True,,0.0
INSP01925,06-Feb-2026,sch0393,True,Hai,False,Y,False,Gaurang Pandey,Toilets locked,SCH0393,,True,True,False,True,False,0.2857142857142857
INSP02692,04/06/2025,SCH0189,,True,Y,False,Haan,Watika Toor,Average,SCH0189,,,True,True,False,True,0.14285714285714285
INSP02805,10-May-2025,SCH-0337,Hai,True,True,False,Kharab,,Good condition,SCH0337,,True,True,True,False,False,0.2857142857142857
INSP01469,2025-09-21,sch0230,Yes,True,True,True,True,Janya Baral,Average,SCH0230,,True,True,True,True,True,0.0
INSP00057,30.06.2025,SCH0456,True,,N,Yes,No,Wriddhish Merchant,,SCH0456,,True,,False,True,False,0.2857142857142857
INSP01789,21-Jan-2026,SCH0547,True,Y,True,Haan,True,Quincy Thaker,No remarks,SCH0547,,True,True,True,True,True,0.0
INSP02275,27.03.2026,sch0474,True,Working,Y,Y,False,Zayan Vig,Toilets locked,SCH0474,,True,True,True,True,False,0.14285714285714285
INSP02131,2025-05-26,sch0354,Available,H,Hai,False,Nahi hai,Charles Prashad,,SCH0354,,,,True,False,,0.14285714285714285
INSP02197,2025/08/02,S0131,,haan,Haan,haan,False,Dhriti Kanda,Needs repair,SCH0131,2025-08-02,,True,True,True,False,0.14285714285714285
INSP00469,19/05/2025,S0416,True,True,N,False,H,Isha Solanki,Average,SCH0416,,True,True,False,False,,0.2857142857142857
INSP01886,17.02.2026,SCH-0564,Yes,Yes,Y,0,True,Vinaya Nagar,No remarks,SCH0564,,True,True,True,False,True,0.14285714285714285
INSP00941,24.10.2025,0310,Y,Haan,Yes,na,False,Girik Butala,,SCH0310,,True,True,True,,False,0.14285714285714285
INSP00536,24/06/2025,SCH0141,1,True,True,False,True,Omisha Sankaran,Toilets locked,SCH0141,,True,True,True,False,True,0.14285714285714285
INSP01428,01-21-2026,SCH-0140,Yes,True,H,True,True,Kavya Lall,Average,SCH0140,,True,True,,True,True,0.0
INSP00555,08-16-2025,SCH0197,True,Functional,Nahi hai,na,Not Available,Yashodhara Mammen,Needs repair,SCH0197,,True,True,,,,0.0
INSP02621,2025-04-26,SCH0101,H,True,True,0,Nahi hai,Ekantika Oommen,Average,SCH0101,,,True,True,False,,0.14285714285714285
INSP02211,02-Jun-2025,SCH0566,True,True,Available,False,0,Rajeshri Mohan,Toilets locked,SCH0566,,True,True,,False,False,0.2857142857142857
INSP02536,02-14-2026,0466,Working,True,False,,Nahi hai,Forum Sachdev,,SCH0466,,True,True,False,,,0.14285714285714285
INSP00692,04.10.2025,SCH0355,True,True,1,True,,Isaiah Bali,No remarks,SCH0355,,True,True,True,True,,0.0
INSP00070,15/02/2026,SCH0496,False,Haan,Yes,N,Y,Vasana Mahajan,Good condition,SCH0496,,False,True,True,False,True,0.2857142857142857
INSP02764,26.02.2026,sch_0433,,na,True,False,True,Omya Karan,Average,SCH0433,,,,True,False,True,0.14285714285714285
INSP01740,20/07/2025,sch0394,,H,True,False,na,Hema Khosla,,SCH0394,,,,True,False,,0.14285714285714285
INSP00437,18/03/2026,S0438,True,,True,True,True,Jagat Sawhney,Good condition,SCH0438,,True,,True,True,True,0.0
INSP02122,08/12/2025,SCH0553,False,na,Working,Yes,0,Liam Tata,Needs repair,SCH0553,,False,,True,True,False,0.2857142857142857
INSP00267,2025-12-26,SCH0482,True,True,Functional,False,False,Manthan Maharaj,Needs repair,SCH0482,,True,True,True,False,False,0.2857142857142857
INSP01004,2026/03/29,SCH-0145,Available,True,Haan,haan,1,Chatura Ben,Toilets locked,SCH0145,2026-03-29,,True,True,True,True,0.0
INSP01254,07-19-2025,sch_0379,True,1,H,,Available,Anmol Puri,Needs repair,SCH0379,,True,True,,,,0.0
INSP00566,04-04-2025,SCH-0304,Broken,Y,False,False,True,Isaiah Nayar,Needs repair,SCH0304,,False,True,False,False,True,0.42857142857142855
INSP00314,07-27-2025,sch0189,True,1,No,Working,True,,Good condition,SCH0189,,True,True,False,True,True,0.14285714285714285
INSP00234,24-Nov-2025,0340,Y,True,1,True,Nahi hai,,No remarks,SCH0340,,True,True,True,True,,0.0
INSP02381,2025/12/07,sch_0273,True,1,Y,,False,Samesh Bala,Good condition,SCH0273,2025-12-07,True,True,True,,False,0.14285714285714285
INSP00735,08/06/2025,SCH0481,True,True,True,Y,No,Aryan Seth,,SCH0481,,True,True,True,True,False,0.14285714285714285
INSP01378,2025/04/10,SCH0030,True,Working,1,No,False,Mahika Sarkar,Needs repair,SCH0030,2025-04-10,True,True,True,False,False,0.2857142857142857
INSP00112,30.06.2025,sch_0399,True,H,Kharab,True,0,Anusha Kalita,Needs repair,SCH0399,,True,,False,True,False,0.2857142857142857
INSP01345,05-Nov-2025,SCH0236,True,Y,True,Functional,Kharab,Ishita Deep,,SCH0236,,True,True,True,True,False,0.14285714285714285
INSP01506,2025-04-16,SCH-0055,Yes,False,True,H,False,Advika Ahuja,No remarks,SCH0055,,True,False,True,,False,0.2857142857142857
INSP01053,04.04.2025,SCH0468,True,True,True,haan,False,Chameli Gour,,SCH0468,,True,True,True,True,False,0.14285714285714285
INSP02321,11-Jul-2025,SCH-0528,True,Hai,Kharab,,True,Balendra Saxena,Good condition,SCH0528,,True,True,False,,True,0.14285714285714285
INSP02043,2025-12-21,SCH-0141,False,True,True,False,False,Alexander Sami,Toilets locked,SCH0141,,False,True,True,False,False,0.42857142857142855
INSP00473,14/08/2025,SCH-0183,1,Haan,True,na,na,Henry Hayre,Needs repair,SCH0183,,True,True,True,,,0.0
INSP01377,2025/11/12,SCH0389,False,Hai,True,Available,Not Available,Dalbir Keer,,SCH0389,2025-11-12,False,True,True,,,0.14285714285714285
INSP01614,2025-06-10,SCH0483,Available,True,Available,False,False,Ekta Kari,Good condition,SCH0483,,,True,,False,False,0.2857142857142857
INSP01178,2025/07/13,SCH0211,Working,True,True,1,na,Aishani Behl,,SCH0211,2025-07-13,True,True,True,True,,0.0
INSP01753,2025/06/25,SCH-0344,Hai,,Functional,True,True,Dalbir Patel,Needs repair,SCH0344,2025-06-25,True,,True,True,True,0.0
INSP01374,20/02/2026,SCH0430,True,H,na,True,False,Qushi Bhandari,,SCH0430,,True,,,True,False,0.14285714285714285
INSP02210,05-23-2025,S0214,Yes,True,True,Nahi,Working,Oeshi Kuruvilla,Toilets locked,SCH0214,,True,True,True,False,True,0.14285714285714285
INSP01341,21.09.2025,sch_0238,True,False,H,Nahi hai,Nahi hai,Qabil Dubey,Needs repair,SCH0238,,True,False,,,,0.14285714285714285
INSP00747,27-Nov-2025,sch0027,True,True,True,True,1,Darsh Raja,No remarks,SCH0027,,True,True,True,True,True,0.0
INSP02003,18.10.2025,S0009,True,Yes,True,Nahi hai,,Aradhana Parmar,Toilets locked,SCH0009,,True,True,True,,,0.0
INSP01300,12-28-2025,SCH0084,na,True,H,Nahi hai,True,Upma Chander,Needs repair,SCH0084,,,True,,,True,0.0
INSP00362,2026/01/04,SCH-0386,Available,N,Yes,Haan,False,,No remarks,SCH0386,2026-01-04,,False,True,True,False,0.2857142857142857
INSP00136,2025-11-24,SCH0281,True,True,True,Working,Nahi hai,Banjeet Rajagopalan,Needs repair,SCH0281,,True,True,True,True,,0.0
INSP01591,11/08/2025,SCH-0032,True,Y,Hai,Haan,True,Manan Tripathi,No remarks,SCH0032,,True,True,True,True,True,0.0
INSP02286,28-May-2025,SCH0150,Yes,True,N,Yes,Y,,Average,SCH0150,,True,True,False,True,True,0.14285714285714285
INSP00860,01-10-2026,SCH0343,Nahi,True,False,True,No,Aadi Johal,Good condition,SCH0343,,False,True,False,True,False,0.42857142857142855
INSP02380,2026-01-06,SCH0332,Hai,haan,Hai,Yes,False,Girik Narain,No remarks,SCH0332,,True,True,True,True,False,0.14285714285714285
